ResponseId,Q2_1,Q3,Q4_1,Q4_2,Q4_3,Q4_4,Q5_1,Q5_2,Q5_3,Q5_4,Q5_5,Q6_1,Q6_2,Q7_1,Q7_2,Q7_3,Q7_4,Q8_1,Q8_2,Q4_3,Q8_4,Q9_1,Q9_2,Q9_3,Q9_4,Q10_1,Q10_2,Q10_3,Q10_4,Q10_5,Q10_6,Q10_7,Q10_8,Q10_8_TEXT,Q11_1,Q11_2,Q11_3,Q12_2,Q12_2,Q12_3,Q13_1,Q13_2,Q13_3,Q13_4,Q14_1,Q14_2,Q14_3,Q14_4,Q15_1,Q15_2,Q15_3,Q15_4,Q15_5,Q15_6,Q15_7,Q16_2,Q16_3,Q16_4,Q16_5,Q16_6,Q16_7,Q16_8,Q16_9,Q16_10,Q17,Q18,Q19
R_3lQbvGcctW9UvGC,Richard J. Donovan Correctional Facilityﾊ(RJD),7,0,1,0,0,1,0,0,0,1,0,0,1,1,1,1,0,0,0,0,0,1,0,0,1,1,1,1,1,1,1,1,Heart attack.,1,1,1,0,4,0,0,1,0,0,0,0,3,2,0,0,1,1,1,1,0,Sometimes,"Always, or almost always",Never,Sometimes,Sometimes,Never,Never,Never,Sometimes,Pelican Bay - It constantly rains in Pelican Bay State Prison when sewage water gets into the drinking water.,"Give us extra blankets. In the last prison I came from, Lancaster CSP - LA County","Mr. Francisco Gonjales
 # H-82927
 R J Donavan Correctional Facility"
R_1jy2dYcKAKssCTp,Mule Creek State Prisonﾊ(MCSP),166,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,1,1,1,0,1,1,NA,1,1,Head injury from being shot in the head while not involved in the incident,1,1,1,0,4,1,3,0,3,3,0,0,0,0,0,1,1,1,0,1,1,Never,Never,Never,Never,Never,Never,Sometimes,"Always, or almost always",Never,"Mule Creek - The smoke from fire, extreme heat without ice or electrolytes and cold rainy weather have substantially affected my high blood pressure, osteoarthritis and respiratory conditions. I rap my head in thermals at night to keep my head and brain warm during winter months. In the winter the brick wall are like a freezer with cold air coming through the vents. During the summer, the heat is like a bakers oven, without AC at all or kept at a very low speed for short periods of time. During rainy days, people (except for some E.O.P, mental patients), have to walk to get medications, see the doctors and/or walk to Bt while standing in the rain, cold or hot weather outside. There are sheltered areas inside constructed, being utilized as they were in 2015.","Albeit, the intentions are reasonable and good, addressing the climate emergencies now would only slow down the wrongful acts, until the authorities believe it is safe enough for them to pass the pockets again with emergency funds again again, as has been done previously.
 The CDCR needs to send me home forthwith for elderly parole or early release due to programming and potential recommended actions, recall re-sentencing for the three enhancements (5 years) totally 15 years. I've been accepted at Orion in Van Nuys, CA, halfway house.","I utilized the stamped envelope for a family emergency, thank you.
 
 Respectfully submitted,
 
 David Hamilton"
R_DzTlbNDBawMXosN,Ironwood State Prisonﾊ(ISP),44,0,0,0,0,0,0,0,0,1,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,1,1,0,3,1,3,3,2,2,0,0,2,2,0,0,0,1,NA,1,0,"Always, or almost always",Sometimes,Never,Sometimes,Never,Never,Sometimes,"Always, or almost always",Never,,"""URBAN FORESTS""
 
 Begin replanting native trees in urban neighborhoods etc (i., vacant lots reclaimed/purchased lots via government, local government, whereby 'urban forests' are created in order to combat carbon/greenhouse gases.","Q2. - Do yo know your evacuation route in the event of an emergency - Thee's signs one must pay attention to but not formally trained.
 
 Q3. Fire drill - only at vocational plumbing assignment 
 Evacuation drill - No, in 17 years of prison.
 
 Q9. prison staff will keep me safe in a climate emergency. - Super disagree
 
 Q13 - You had access to a fan/staff gave you electrolytes - only in day room, not cell."
R_25AwQZUXRSUhqMi,California Men's Colonyﾊ(CMC),48,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,,0,1,0,0,4,0,1,1,1,1,0,0,0,1,1,1,NA,0,0,1,0,"Always, or almost always",Never,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Never,,Those incarcerated are completely in the blind as to what the plan.process is if any such emergencies were to happen.,
R_23UKoNdtSLBNIzh,California Men's Colonyﾊ(CMC),89,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,0,0,1,1,1,0,1,1,0,0,1,Unnamed viral infection in 2016,0,1,1,0,NA,1,2,2,2,2,0,0,0,0,1,1,0,1,0,1,1,Never,Never,Never,Never,Sometimes,Sometimes,Never,Sometimes,Never,"Corcoran - Extreme heat, no AC and no electricity for almost a week. 
 
 Centinela - Extreme heat (every year) and the yard showers were 'off limits', luke warm water in the buildings, limited shower access. 
 
 CMC - wildfire nearby, no masks issued, extreme heat, only one ice cold run a day, extreme cold, no heaters, so cold that 3 blankets weren't enough",All prisons should have upgraded cooling and heating. Where is the money going?,
R_2EgFYSK3CPj1uM9,California Men's Colonyﾊ(CMC),40,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,,1,1,1,0,4,0,0,0,1,0,0,0,0,0,0,0,1,0,0,NA,1,"Always, or almost always",Never,Never,Sometimes,Sometimes,Never,Sometimes,Sometimes,Never,"I personally don't worry too much about a 'natural disaster' occurring or affecting me. But, I believe that no matter what prison I'm at, if and when a natural disaster occurs, the CO's will leave us. I know that they will","Let them know that we in prisons are the most vulnerable population. If we're ever caught in a wildfire, GOD FORBID, we will probably die.","Peace out!
 One Luv, Stay strong and optimistic."
R_25ZNeP7BX5J5KuV,Central California Women's Facility(CCWF),120,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,0,0,1,3,1,0,0,1,0,0,0,1,1,0,1,1,1,0,1,1,"Always, or almost always",Sometimes,Sometimes,Never,Never,"Always, or almost always","Always, or almost always","Always, or almost always",Never,,,
R_8pOQQZMBtxlT5hn,Salinas Valley State Prisonﾊ(SVSP),10,1,1,1,1,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,0,0,1,1,1,0,1,1,1,1,Screws and plates in my throat from a bus wreck.,1,1,1,1,3,1,3,3,2,1,0,0,0,0,0,0,0,1,0,1,1,Never,Never,Never,"Always, or almost always",Never,Sometimes,Sometimes,"Always, or almost always",Sometimes,Documents are enclosed with this letter.,Documents are enclosed with this letter.,
R_xx5BciYb8P3oqY1,Calipatria State Prisonﾊ(CAL),1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,1,0,1,1,1,1,1,1,1,1,1,NA,,0,1,1,1,4,1,2,3,3,3,0,0,0,0,0,1,0,1,0,1,0,"Always, or almost always",Never,Never,Never,Never,Never,Never,"Always, or almost always",Never,"Corcoran - Extreme temperatures.
 
 Pelican Bay - Flood
 
 Tehachipi - Extreme temperatures.
 
 Ironwood - Extreme temps.
 
 Calipatria - Extreme temps
 
 Kern Valley State Prison - Wildfire.","That CDCR do it's park and be reasonable to these extreme temperatures. It's a known secret, inmates suffer these conditions as well as staff. the only difference is staff can do something about it an the inmates can't and we suffer tremendously. I have been in prison for 26 years give or take and little to nothing has changed through all these years.",
R_2duPFMJ5fdmY6KG,Correctional Training Facilityﾊ(CTF),86,NA,NA,1,NA,0,0,0,0,1,1,1,NA,3,1,NA,0,0,0,0,0,0,1,0,1,1,0,1,1,0,NA,NA,,1,1,1,1,2,2,1,1,2,2,0,0,1,1,0,1,1,1,0,1,NA,"Always, or almost always",Don't Know,Never,Never,Never,Never,"Always, or almost always","Always, or almost always",Never,n/a,n/a,
R_qUXu5yn6MmzRWbD,Pleasant Valley State Prisonﾊ(PVSP),14,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,1,1,1,4,1,1,1,2,1,0,0,0,0,0,0,0,1,0,1,0,"Always, or almost always",Never,Never,Sometimes,Sometimes,Never,Sometimes,"Always, or almost always",Never,n/a,n/a,
R_1zgzGRkqo4bKaQ1,High Desert State Prisonﾊ(HDSP),72,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,1,1,1,0,1,0,,0,1,1,0,4,0,2,0,2,1,0,0,0,2,0,0,1,1,1,1,1,Never,Sometimes,Never,Never,Never,Never,Sometimes,"Always, or almost always",Never,n/a,The smoke from wildfires in this area are sucked up by the facility did air system that allows smoke into the cells. The heat from the outside carries into cells we aren't allowed to purchase electric fans from approved vendors per facility warden.,
R_2uZMHE7xcdVNfev,Mule Creek State Prisonﾊ(MCSP),10,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,,1,1,1,0,4,0,1,0,3,3,0,0,0,0,0,0,0,1,0,NA,0,"Always, or almost always",Never,Never,Sometimes,Never,Never,"Always, or almost always",Never,Never,n/a,n/a,
R_urnudVq65HBHzWh,Pleasant Valley State Prisonﾊ(PVSP),12,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,4,4,4,3,3,3,3,0,0,0,0,0,1,1,0,1,1,1,Never,"Always, or almost always",Sometimes,"Always, or almost always",Sometimes,"Always, or almost always","Always, or almost always","Always, or almost always","Always, or almost always","This is my first prison. I dont feel that my life is really in danger of said threats but if they need to inform and train on this protocol, I strongly encourage and need to know this procedure. I need proper training because I am interested a lot and need to be prepared.",A continual check and balance in the prison system to ensure proper education and readiness of potential natural disaster. If not this confinement could be a death trap id hate to experience.,thank you for your time and for brining attention to this matter
R_1mFdUCeMwoZ1Hox,Correctional Training Facilityﾊ(CTF),21,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,,0,0,0,2,1,3,1,1,0,2,0,0,1,1,0,0,1,1,0,1,1,"Always, or almost always",Never,Never,Never,Never,Sometimes,Sometimes,"Always, or almost always",Never,"CTF's yard has no covering to stand under when it is hot outside especially when everything is out in the yard; the medication line, canteen line, package line, phone line and whiting for school line/library line. Everything is outside in the cold and hot weather.","I think that all parties should know the climate type at each prison. When I was a at DVI I was able to order gloves from the package vendor due to the cold exposure, but when I got transferred to CTF in soledad staff told me I couldn't have them in this prison. CTF's winters are within freezing temperatures and we aren't allowed to have glove but at DVI winter temperatures were more moderate and we were allowed to have them. Medical staff should deliver medications in the units when it is raining or any extreme emergencies are impacted by the climate.",
R_1ewLEZkJeqv2rjy,Avenal State Prisonﾊ(ASP),21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,1,1,0,4,4,3,3,3,3,0,0,0,0,0,0,0,1,0,1,0,"Always, or almost always",Never,Never,Never,Never,Never,Never,"Always, or almost always",Never,"At corcoran staff prison the extreme heat in the cell, it was 107 degrees outside but in the cell it was 117. The ventilation system does not suck hot air out of the cell. At pleasant valley when the wildfires were not far from the prison the smoke would come in the building and the cell. Me with asthma suffered as my inhaler did not work. I had trouble breathing but I just had to hang on because smoke was everywhere. I couldnt escape it.",Have Drills every month or every couple of months to show us inmates what to do in case of an emergency.,
R_Duh1AMDjKwinxiV,"California State Prison, Solanoﾊ(SOL)",120,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,NA,,0,0,0,0,4,1,3,1,3,3,0,0,0,0,0,0,0,1,1,1,0,"Always, or almost always",Sometimes,Sometimes,Never,Sometimes,"Always, or almost always","Always, or almost always",Sometimes,Never,none,no,
R_31inbLS6TiohPlr,Pleasant Valley State Prisonﾊ(PVSP),96,0,0,0,0,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,0,1,1,0,0,0,1,1,0,0,NA,,1,1,1,0,4,0,2,2,3,3,1,1,1,1,0,1,NA,1,1,1,NA,"Always, or almost always",Sometimes,Never,Never,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,"N/A PSVP. Fire nearby smoke, extreme heat (valley fever)","Awarness, education and training for both staff and inmates.A book or manual for all inmates.",
R_1n6kBb1AUzmZmCs,Pleasant Valley State Prisonﾊ(PVSP),84,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,NA,NA,1,1,1,1,NA,1,0,1,1,0,,1,1,1,0,4,0,3,3,3,3,0,0,0,0,0,1,0,0,0,1,0,"Always, or almost always",Never,Never,Never,Never,Never,Sometimes,"Always, or almost always",Never,This prison PSVP is the prison that stands out to me. It is like a refrigerator in these cells and they seem to turn on the air up even more in the winter and shut it ll down in the summer. Clothes do not dry up in the appropriate time cause of how cold it gets. metal beds make it even less bearable.,In regards to heat some shade would be very helpful. we only get 3 to 5 gallon containers of iced water for 500 people if the ice machine works. Even to be allowed to sit along the side of our facilities would help out at suns high points it creates shade between buildings. This facility punishes us for seeking shade in our handball courts or even the little shade the light post provides on our yard at times. During rain our recreational areas and drains fill up I fear in a heavy rainstorm this prison will become a deathtrap,
R_31i9DnezVpBrWl4,California Institution for Women (CIW),72,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,1,1,0,NA,NA,not sure,0,1,1,1,4,1,3,0,3,2,0,0,0,0,1,0,0,1,0,1,0,"Always, or almost always",Sometimes,Sometimes,Sometimes,Sometimes,"Always, or almost always",Never,"Always, or almost always",Sometimes,"CIW.
 There are wildfires around this area almost every year. The smoke gets very bad in and around the prison. It also gets very hot!! during the summer. Our rooms get so hot. We do not have air conditioning. They installed swamp coolers that DON'T WORK! We don't have heat during winter the swamp coolers are worthless.","Yes CIW needs to fix the problem here. We freeze during winter and during summer it's unbearable. I am surprised people haven't passed away during summer. We have a lot of elderly people here.
 [name provided]","Question 10 part 3- We don't have air conditioning. They installed swamp coolers don't work!
 Question 10 part 4- No heater in the rooms, it gets up to 65 degrees.
 Question 12 part 5- Only COVID
 Question 12 part 7- We have to buy bottled water or use water in sink. Blankets only.
 Question 13 part 1- we have to buy them."
R_3G81dOS82ET3zbt,High Desert State Prisonﾊ(HDSP),32,0,0,1,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,1,0,1,0,0,1,0,1,1,1,NA,0,,1,1,1,2,3,2,3,0,2,0,0,0,2,3,0,0,0,1,1,1,1,"Always, or almost always",Never,Never,Sometimes,Never,Never,Sometimes,"Always, or almost always",Sometimes,"At High Desert State prison the temperature in the cells are a lot of times the same temperature on the outside. When its cold outside it is freezing in our cells and when its hot outside its hot in our cells. No ac/heater for the cells. None of the toilets or sinks, or water faucet for the yard. there is 2 water jugs out there specifically for medication line. The electric water fountain in our day does not woek or provide cold water.",Provide more shaded areas on the yard because there is few. Fix all water fountains in the yard and in the dayrooms.,
R_2D2q1vn0afBDE4l,California Institution for Women (CIW),49,0,0,0,0,0,0,1,0,1,1,1,1,1,1,1,0,0,0,0,1,0,1,0,0,0,0,1,1,1,0,NA,,0,1,1,3,1,3,2,1,2,2,0,0,1,0,0,1,1,1,0,0,1,"Always, or almost always",Sometimes,Sometimes,Sometimes,Sometimes,Never,Sometimes,"Always, or almost always",Don't Know,Without access to air conditioning in my cell I suffer in the summer time very much. It is challenging mentally to stay level-headed and not be impolite to other people; excessive hot temperatures make it almost impossible to sleep.,"We need efficient working air conditioning for our units, not swamp coolers which do not work. Keeping temperatures cool in the summer is a necessity for all inmates, especially our older population who are more vulnerable to excessive heating temperatures.",
R_3J8k8UF791OglXY,California Medical Facilityﾊ(CMF),36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,1,1,1,0,NA,,1,1,0,0,4,0,3,3,3,3,0,0,0,0,0,1,0,1,0,NA,0,"Always, or almost always",Sometimes,Sometimes,Never,Sometimes,Never,Never,"Always, or almost always",Never,"A year ago the fire was so close to the facility you could see the heat of the fire in the air, After the fire the people in the community protested in the Vacaville prison parking lot because they did not evacuate the prison inmate population. The smoke made it hard it hard to breath, I choked. The correctional offices had a big water cooler in the hallways pf every wing. the heavy doors were shut locked in so that the air did not come in the cells. we felt no air conditioning, the air ventilation is very outdated.",I do not have any recommendations but I am informed if you are an inmate with a life sentence there is a law that you are locked rather than being evacuated in these times.,
R_2CJ8hQNIgbkoxAO,Pelican Bay State Prisonﾊ(PBSP),18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,1,0,1,3,1,2,2,2,2,0,0,0,0,0,0,0,1,NA,1,NA,"Always, or almost always",Never,Never,Never,Never,"Always, or almost always",Never,"Always, or almost always",Don't Know,,Start a training program or somewhat of that nature to help increase out chances of survival if emergencies like these were to happen,
R_21gsCqHLIbsM8N7,Pelican Bay State Prisonﾊ(PBSP),40+,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,,0,0,0,2,3,2,1,1,0,0,0,0,0,0,0,1,1,1,1,1,1,"Always, or almost always",Never,Never,Sometimes,Sometimes,"Always, or almost always","Always, or almost always","Always, or almost always",Sometimes,There was a big wildfire that happened up here close to oregon. And the smoke filled the skies with smoke. It was hard to breathe,"Train staffs and inmates alike, it there was a wildfire, flood, or extreme temperature so we know what to do in this event",
R_1QaVtvsoIdgVQXL,Pelican Bay State Prisonﾊ(PBSP),84,0,0,0,0,0,0,0,0,0,1,1,1,3,1,1,0,0,0,0,1,NA,1,NA,1,1,1,1,1,1,1,NA,,1,1,1,0,4,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,"Always, or almost always",Never,Never,Never,Never,Never,"Always, or almost always","Always, or almost always",Never,"Here at PBSP, crescent city, california the general public have burn piles in which they are allowed to burn their trash, tires, etc. are we housed in PBSP are stuck in our cell having to inhale all that smoke for 8 days at a time.",Stop these burn piles laws and force crescent city to send their trash to their dump sites and recycling plants,
R_9pC1W0UjHvCtPZn,Pelican Bay State Prisonﾊ(PBSP),84,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,1,0,0,0,1,1,NA,1,0,,0,1,1,1,3,2,3,3,3,3,0,0,0,0,0,1,1,1,0,1,0,"Always, or almost always",Never,Never,Never,Never,Never,"Always, or almost always",Sometimes,Never,"High desert- 3 years smoke inhalation (2013-2014) due to fires no ventiliation due to power outage
 Calipat- heat exposure",,
R_bvl0q9Imr9KgaT7,Pelican Bay State Prisonﾊ(PBSP),50+,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,,0,0,0,1,4,1,2,2,0,0,0,0,1,1,0,NA,0,1,1,1,1,"Always, or almost always",Never,Never,Don't Know,Never,"Always, or almost always","Always, or almost always",Sometimes,Don't Know,At Pleasant Valley the temperatures could get pretty hot in the summer,CDCR could stop being so wasteful. It's contributing to the climate emergencies. They could have a better recycling program to reduce their waste and lower their carbon footprint.,
R_2CCBI3HcyRvwoLl,California Institution for Women (CIW),360,NA,NA,1,NA,NA,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,NA,0,0,,1,1,1,0,4,1,2,3,2,2,0,0,1,0,1,0,1,1,0,1,0,"Always, or almost always","Always, or almost always",Never,Never,Never,"Always, or almost always","Always, or almost always","Always, or almost always",Don't Know,"At almost 70 years old, the continuously rising summer temps drastically limit any outdoors activity, the temperatures inside the cells aren't much different than the outside temps despite hundreds of thousands spent on the installation of coolers for each unit. 2 1/2 years ago (2020) they are yet to be used.","For the aging population, a special area should be provided for living accommodations, especially those that take heat sensitive medications, or are ""high risk"" medical. Also, administration should put guidelines in place for informing the population how to be prepared for such emergencies (flood, extreme fire and heat). Prison officials don't really seem to care about our safety and welfare. We are warehoused and are only a paycheck to most of the C/O's.","first page- Please feel free to contact me any time!
 Question 2 part 3- checked ""yes"" and wrote ""via pamphlet""
 Question 3- ""Not in many years""
 Question 10 part 2- checked ""Extremely worried"" and wrote ""can't swim""
 Question 13 part 3- circled ""water"""
R_2zkbvhC4FbnMkUg,California Institution for Women (CIW),84,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,,0,1,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,Sometimes,Never,Never,Never,Sometimes,Never,Sometimes,"Always, or almost always",Don't Know,,,
R_10q0nH0IK5ivF1f,Pelican Bay State Prisonﾊ(PBSP),264,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,NA,0,1,1,0,1,NA,,0,1,1,0,4,0,3,3,3,2,0,0,0,0,0,1,NA,1,0,1,NA,"Always, or almost always",Never,Never,Never,Sometimes,Never,Never,"Always, or almost always",Never,"At Pelican Bay State Prison, we are able to see wild fires in the distance, but so close that the sky turns orange/red and the smoke irritates your eyes and breathing can get difficult. This happens every year. Also it is routine for the power to go out sometimes for days at a time especially during the winter making it difficult for me to use my C-Pap Machine",CLOSE Pelican Bay State Prison,
R_eg69uP1pqt6uguJ,California Institution for Menﾊ(CIM),20,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,NA,,1,0,0,2,4,0,1,1,3,3,0,0,2,1,0,0,0,0,0,1,NA,"Always, or almost always",Never,Never,Never,Sometimes,Don't Know,"Always, or almost always",Never,Don't Know,,,
R_2ayI9n2I0OL5eCL,San Quentin State Prisonﾊ(SQ),80,0,0,0,0,0,0,0,0,1,0,0,1,3,1,NA,0,0,0,0,1,NA,1,NA,NA,0,0,1,1,1,0,0,,1,1,1,1,3,1,2,1,2,0,0,0,0,0,0,0,1,1,0,1,0,"Always, or almost always",Sometimes,Never,Sometimes,Never,Never,Never,"Always, or almost always",Sometimes,"I have been at prisons where there were rolling blackouts. They turn off the power for hours during heated conditions. We had no access to ice water, fans, air conditioning for hours. I have been subjected to power outages for hours where your body starts to feel like you in an oven.","Close more California prisons and tear them down. Convince the legislature to tear down at least 10 or more prisons before any retrofitting of prisons for future use.
 The remaining prisons should include reentry hubs, drug programs, mental health programs and low level offender programs. There should be very few facilities for violent offenders and even they should have opportunities to have VIO's [?] removed at classification.",
R_PwxJkSkaayPuYNP,"California State Prison, Solanoﾊ(SOL)",60,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,1,1,1,0,1,0,,0,1,1,0,4,0,2,3,3,3,0,0,0,0,0,NA,0,1,0,1,NA,"Always, or almost always",Never,Never,Never,Never,"Always, or almost always","Always, or almost always","Always, or almost always",Sometimes,"If we could have access to some ice water during the hot temperature over 90 degree it probably help a little, because inside the building without AC or any type of cold air, it just too many people inside the building also.","If there is wildfire nearby, it would help if we could get a face mask, which we didn't at one point, and it wasn't easy to breathe at all.",
R_1eP2u9C7MvC0EeL,Pelican Bay State Prisonﾊ(PBSP),64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,2,2,3,0,1,2,1,0,0,0,0,0,1,1,1,NA,1,1,"Always, or almost always",Never,Never,Sometimes,Sometimes,"Always, or almost always","Always, or almost always",Never,Don't Know,"CSP (Centinela State Prison) Extreme heat, especially during the summer. Temperature are usually in the triple digits 100 degrees. No shades in the yard. Heat alert commonly announced daily. Sometimes ice provided to people on the yard, but never enough. And prison fans are provided/used to circulate cool airs.
 I was at this prison from '09 to '17- roughly 8 years. Difficult to breathe during extreme heat.
 To my knowledge I did not (have not (am not) suffering any physical ailments.","Educate incarcerated pop. on how to prepare for extreme climate conditions.
 -Example in event of flooding, is there safe space to protect/go to instead of being locked in your cell or enclosure
 -Some types of shared should be provided in the yard- especially in prisons knowing to be extremely hot and to protect from elements (rain/snow)
 -Air conditioning during summer (heat waves) in living quarters. not everyone is able to afford/purchase fan to keep themselves cool!",
R_1pYvPHhIlnvojWh,"California State Prison, Solanoﾊ(SOL)",60,0,0,0,0,0,0,0,0,1,1,0,1,0,1,1,0,0,0,0,1,0,1,0,0,1,0,1,1,1,1,NA,,0,1,0,0,4,1,3,1,3,2,0,0,0,0,0,0,1,1,1,1,1,"Always, or almost always","Always, or almost always",Never,Never,Never,"Always, or almost always","Always, or almost always","Always, or almost always",Sometimes,,"1. Evacuation plans & actual running of these plans.
 2. We're only allowed one blanket, two sheets. An extra blanket would be awesome.
 3. It's way, way too hot in the summer in our non-AC'd buildins. Can you help, please?
 
 Thank you.",
R_2zOxO8r5dmEOWvQ,Correctional Training Facilityﾊ(CTF),n/a,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,0,1,0,0,1,0,0,,0,1,0,0,3,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,"Always, or almost always",Never,Never,Never,Sometimes,Sometimes,Sometimes,"Always, or almost always",Sometimes,,,
R_YXG5dBuadNPyNHj,Pelican Bay State Prisonﾊ(PBSP),74,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,,0,0,0,1,3,2,2,2,2,2,0,0,0,0,0,0,1,1,1,1,1,"Always, or almost always",Never,Don't Know,Sometimes,Never,"Always, or almost always","Always, or almost always",Sometimes,Never,"In 2020 or 2021, we had a major wildfire nearby. The smoke reached the prison and my eyes were burning. I also had some breathing problems while the fire was active- I spent 10 years in Centinela SP. In there, the heat temperature risen up to 120 degrees. There is no shade in which one could found a heat relief. If the safety alarm goes off while I was in the yard, I had to seat or layed right in the spot I was standing. Sometimes that means on concrete. I had skin burns from experiences like that. I also had various cramps all over my body due to extreme hot temperatures.","So far I know in the case of any natural disaster, the prison staff will close my room door and leave. If things would be otherwise, I would like to know. I would like to be told what to do if there is a wildfire, a flood, or extreme heat or cold. This things are important because it would show that the administration cares for my safety. Otherwise, I would think that I don't matter as a human being. Thank you.",
R_1dt8AMaq504lvKL,Correctional Training Facilityﾊ(CTF),2,1,1,1,1,1,0,1,1,1,4,4,1,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,,0,1,1,0,4,0,0,1,3,3,3,0,0,2,0,0,1,0,0,1,NA,"Always, or almost always",Never,Never,Sometimes,Sometimes,Never,"Always, or almost always","Always, or almost always",Never,I went through wildfire training at Jamestown and fought wildfires.,"The funds CDCR receives to care for our wellbeing are not used for these purposes, and/or are being misused.","Question 12 part 5- wrote ""to an extent"""
R_7UHJsTLECzVkzN7,Pelican Bay State Prisonﾊ(PBSP),61,0,0,0,0,0,0,0,0,1,4,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,,0,0,0,2,3,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,Sometimes,Never,Never,Never,Never,Never,Never,Never,Never,"In Lancaster State Prison in the summer time when it got over 100 degrees they would call heat alert and allow people to come in and even give them ice. This was really good for climate emergencies because it helped save a lot of inmates lifes and when there was a fire in the neighborhood or in the mountains and the smoke got to bad to handle they would let you come in so you wouldn't have to breath in the air. They need to use this policy at all prison no matter what emergencies there is when it comes to fires, floods, earthquakes, and so forth",I would recommend that CDCR have meeting together with the Ella Baker Center as well as Sacramento to discuss more about climate emergencies not only in the prison system but throughout the world,
